report_file,week_start,week_end,calendar_week,area_city_state,area_name,theater_code,theater_name,theater_city_state,movie_title,screen_count,non_friday_opening
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",Faces of Death,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",They Will Kill You,3,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",27%,365,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",Hunting Matthew Nichols,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",Love Insurance Kompany (LIK,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA","Great Awakening, A",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",29%,245,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",Dacoit: A Love Story,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,APPL,Apple Cinemas Van Ness IMAX,"San Francisco, CA",Vaazha 2,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,AMC,AMC Kabuki 8,"San Francisco, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,AMC,AMC Kabuki 8,"San Francisco, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,AMC,AMC Kabuki 8,"San Francisco, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,AMC,AMC Kabuki 8,"San Francisco, CA",Exit 8,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,AMC,AMC Kabuki 8,"San Francisco, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,AMC,AMC Kabuki 8,"San Francisco, CA",Hoppers,6,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",2%,517,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",-33%,879,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",Yes,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",CW,383,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",Hamlet,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",CW,371,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",Fantasy Life,2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",City Center,LAND,Opera Plaza 4,"San Francisco, CA",-67%,296,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",-8%,430,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",44%,621,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",Forbidden Fruits,3,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",186%,657,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",Miscellaneous Revenue,5,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",32%,876,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA","Etranger, L'/ The Stranger",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",Palestine '36,2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Presidio Theatre,"San Francisco, CA",-57%,456,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Vogue,"San Francisco, CA",Fantasy Life,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Vogue,"San Francisco, CA",ND,470,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Vogue,"San Francisco, CA",CW,470,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Marina Theatre,"San Francisco, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Marina Theatre,"San Francisco, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Marina Theatre,"San Francisco, CA",19%,746,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Pacific Heights,ESP,Marina Theatre,"San Francisco, CA",Miscellaneous Revenue,10,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Balboa 2,"San Francisco, CA",Shogun Assassin (1980),1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Balboa 2,"San Francisco, CA",ND,745,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Balboa 2,"San Francisco, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Balboa 2,"San Francisco, CA",ND,85,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,PFR,Balboa 2,"San Francisco, CA",-84%,930,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Mission,RXSF,Roxie,"San Francisco, CA",Thief (1981),1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Mission,RXSF,Roxie,"San Francisco, CA","Etranger, L'/ The Stranger",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Mission,RXSF,Roxie,"San Francisco, CA",Natchez,2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Mission,RXSF,Roxie,"San Francisco, CA",21%,518,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Mission,RXSF,Roxie,"San Francisco, CA",ChaO,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Richmond,RXSF,Roxie,"San Francisco, CA",Copyright 2026 comScore Inc.,487,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Hoppers,6,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",119%,968,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",BTS WORLD TOUR 'ARIRANG' IN,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",-59%,391,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",GOAT,9,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",98%,463,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Beast,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Faces of Death,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Exit 8,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Dhurandhar The Revenge,4,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",-1%,577,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA","Snowball on a Sunny Day, Th",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA","Great Awakening, A",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",-37%,449,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA","King's Warden, The",7,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",-77%,259,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Dacoit: A Love Story,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Hunting Matthew Nichols,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,Century Tanforan 20 + XD,"San Bruno, CA",Golden Boy,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,LAND,Aquarius 2,"Palo Alto, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,LAND,Aquarius 2,"Palo Alto, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",Hoppers,6,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",Exit 8,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",BTS WORLD TOUR 'ARIRANG' IN,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",Dhurandhar The Revenge,4,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",-14%,752,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",Reminders of Him,5,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",-50%,558,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA",Hunting Matthew Nichols,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNMK,San Mateo 12,"San Mateo, CA","Snowball on a Sunny Day, Th",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",Hoppers,6,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",BTS WORLD TOUR 'ARIRANG' IN,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",Ready or Not 2: Here I Come,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",238%,312,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",Reminders of Him,5,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",-66%,524,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",South Bay,CNPL,Cinepolis San Mateo,"San Mateo, CA",Purple Rain,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Hoppers,6,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Dhurandhar The Revenge,4,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Exit 8,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",BTS WORLD TOUR 'ARIRANG' IN,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Dacoit: A Love Story,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Faces of Death,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Legends of the Lost Ark,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Francisco, CA",Silicon,CNMK,Mountain View Cinema 16,"Mountain View, CA",Hunting Matthew Nichols,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA","Super Mario Galaxy Movie, T",2,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",Project Hail Mary,4,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",Hoppers,6,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA","Drama, The",2,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",-44%,850,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",Dhurandhar The Revenge,4,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",Exit 8,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA","You, Me & Tuscany",1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",BTS WORLD TOUR 'ARIRANG' IN,1,true
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",Faces of Death,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",Beast,1,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",AI Doc: Or How I Became an,3,false
branch_area_20260410_SF.pdf,04/10/2026,04/16/2026,15,"San Jose, CA",West San Jose,AMC,"AMC Saratoga 14 with IMAX, Dolby","San Jose, CA",-66%,579,false
